Name,Score,Genres,Type,Episodes,Premiered,Studios,Rating,Members,Favorites
Kaminari Boy Pikkari★bee,Unknown,"Adventure, Comedy, Kids",TV,54,Spring 1967,Unknown,PG - Children,205,1
Fight Da!! Pyuta,Unknown,"Action, Comedy, Sci-Fi, Shounen",TV,26,Spring 1968,Unknown,G - All Ages,329,0
Sobakasu Pucchi,Unknown,"Adventure, Comedy, Kids",TV,162,Spring 1969,Unknown,PG - Children,223,0
Mouretsu Atarou,Unknown,"Comedy, Kids, Slice of Life",TV,90,Spring 1969,Toei Animation,G - All Ages,283,0
Roppou Yabure-kun,Unknown,Slice of Life,TV,110,Spring 1969,Unknown,PG-13 - Teens 13 or older,267,0
Pinch to Punch,Unknown,Comedy,TV,156,Fall 1969,Unknown,G - All Ages,258,0
Otanoshimi Anime Gekijou,Unknown,Comedy,TV,26,Spring 1970,Unknown,G - All Ages,223,0
Itazura Tenshi Chippo-chan,Unknown,"Comedy, Kids",TV,240,Spring 1970,Unknown,PG - Children,237,1
D-Frag!,7.58,"Game, Comedy, School, Seinen",TV,12,Winter 2014,Brain's Base,PG-13 - Teens 13 or older,314521,2184
Miss Monochrome The Animation,6.4,"Music, Slice of Life, Comedy",TV,13,Fall 2013,"SANZIGEN, LIDENFILMS",G - All Ages,43139,56
Sakura Trick,7.02,"Slice of Life, Comedy, Romance, School, Seinen, Shoujo Ai",TV,12,Winter 2014,Studio Deen,PG-13 - Teens 13 or older,209543,1464
Wizard Barristers: Benmashi Cecil,6.19,"Action, Police, Magic, Fantasy",TV,12,Winter 2014,Arms,PG-13 - Teens 13 or older,51847,57
Space☆Dandy,7.88,"Sci-Fi, Space, Comedy",TV,13,Winter 2014,Bones,PG-13 - Teens 13 or older,267394,4324
Dotanba no Manners,Unknown,"Comedy, Slice of Life",TV,283,Fall 1984,Eiken,G - All Ages,268,0
Ijiwaru Baasan,Unknown,"Comedy, Slice of Life",TV,39,Fall 1970,Unknown,Unknown,297,0
Ijiwaru Baasan (1996),Unknown,"Slice of Life, Comedy",TV,46,Spring 1996,Eiken,Unknown,226,0
Only You: Viva! Cabaret Club,Unknown,Comedy,TV,15,Fall 1998,Unknown,Unknown,239,0
Kotowaza House,Unknown,"Comedy, Slice of Life",TV,773,Spring 1987,Eiken,Unknown,357,0
Kappamaki,Unknown,"Comedy, Slice of Life",TV,130,Spring 2003,Unknown,G - All Ages,221,1
Tobidase! Machine Hiryuu,Unknown,"Cars, Comedy, Parody, Shounen",TV,21,Fall 1977,"Toei Animation, Tatsunoko Production",Unknown,280,0
Kariage-kun,Unknown,"Comedy, Seinen, Slice of Life",TV,59,Fall 1989,Toei Animation,Unknown,286,1
Mori no Senshi Bonolon,Unknown,"Adventure, Fantasy, Kids",TV,26,Fall 2007,Unknown,PG - Children,182,0
Manga Ijin Monogatari,Unknown,Historical,TV,46,Fall 1977,Unknown,G - All Ages,322,1
Ganbare Gonbe,Unknown,"Comedy, Kids, Parody",TV,77,Spring 1980,Unknown,PG - Children,189,0
Shounen Tokugawa Ieyasu,Unknown,"Drama, Historical, Shounen",TV,20,Spring 1975,Toei Animation,Unknown,352,0
Manga Kodomo Bunko,Unknown,"Drama, Fantasy, Kids",TV,51,Fall 1978,Unknown,G - All Ages,251,0
Tonari no Tamageta-kun,Unknown,"Comedy, Sci-Fi",TV,60,Spring 1974,Unknown,PG - Children,261,0
Anime Document: München e no Michi,Unknown,Sports,TV,16,Spring 1972,Unknown,G - All Ages,323,1
Hana no Kakarichou,Unknown,"Comedy, Seinen, Slice of Life",TV,25,Fall 1976,Unknown,R+ - Mild Nudity,268,1
Gatapishi,Unknown,"Comedy, Slice of Life",TV,199,Spring 1990,Shin-Ei Animation,PG - Children,282,0
Wooser no Sono Higurashi: Kakusei-hen,6.62,"Comedy, Fantasy, Slice of Life",TV,12,Winter 2014,"SANZIGEN, LIDENFILMS",G - All Ages,5736,7
Koroshiya-san: The Hired Gun,5.57,"Action, Comedy, Police, Seinen, Thriller",TV,10,Fall 2013,Opera House,PG-13 - Teens 13 or older,6302,4
Hoozuki no Reitetsu,7.8,"Comedy, Demons, Supernatural, Fantasy, Seinen",TV,13,Winter 2014,Wit Studio,PG-13 - Teens 13 or older,104944,1088
"Inari, Konkon, Koi Iroha.",7.22,"Comedy, Romance, School, Seinen, Supernatural",TV,10,Winter 2014,Production IMS,PG-13 - Teens 13 or older,127226,310
Teekyuu 3,6.79,"Comedy, School, Shounen, Sports",TV,12,Fall 2013,MAPPA,PG-13 - Teens 13 or older,22342,21
Noragami,8.01,"Action, Adventure, Comedy, Supernatural, Shounen",TV,12,Winter 2014,Bones,PG-13 - Teens 13 or older,1535575,29237
Fate/kaleid liner Prisma☆Illya 2wei!,7.3,"Action, Comedy, Fantasy, Magic",TV,10,Summer 2014,SILVER LINK.,PG-13 - Teens 13 or older,124622,250
Z/X: Ignition,6.53,"Game, Sci-Fi, Adventure, Fantasy",TV,12,Winter 2014,Telecom Animation Film,PG-13 - Teens 13 or older,36722,58
Mikakunin de Shinkoukei,7.44,"Slice of Life, Comedy, Romance, School",TV,12,Winter 2014,Doga Kobo,PG-13 - Teens 13 or older,298188,1060
SoniAni: Super Sonico The Animation,6.1,"Music, Slice of Life",TV,12,Winter 2014,White Fox,PG-13 - Teens 13 or older,70333,170
Haikyuu!!,8.53,"Comedy, Sports, Drama, School, Shounen",TV,25,Spring 2014,Production I.G,PG-13 - Teens 13 or older,1185274,54887
Kyoufu no Kyou-chan,Unknown,"Comedy, Parody",TV,7,Fall 1994,Unknown,R - 17+ (violence & profanity),203,1
Hamatora The Animation,7.3,"Mystery, Comedy, Super Power, Drama",TV,12,Winter 2014,NAZ,R - 17+ (violence & profanity),249144,997
Sabage-bu!,7.38,"Action, Military, Comedy, Shoujo",TV,12,Summer 2014,Pierrot Plus,PG-13 - Teens 13 or older,127985,513
Mahouka Koukou no Rettousei,7.53,"Action, Sci-Fi, Supernatural, Magic, Romance, School",TV,26,Spring 2014,Madhouse,PG-13 - Teens 13 or older,760749,10040
Black Bullet,7.17,"Action, Sci-Fi, Mystery, Seinen",TV,13,Spring 2014,"Kinema Citrus, Orange",R - 17+ (violence & profanity),709300,3680
Seitokai Yakuindomo*,7.74,"Slice of Life, Comedy, School, Shounen",TV,13,Winter 2014,GoHands,R - 17+ (violence & profanity),201472,521
Hitsugi no Chaika,7.29,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,Spring 2014,Bones,R - 17+ (violence & profanity),309823,775
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.12,"Action, Adventure, Supernatural, Drama, Shounen",TV,24,Spring 2014,David Production,R - 17+ (violence & profanity),694803,14056
Oneechan ga Kita,6.37,"Comedy, Slice of Life",TV,12,Winter 2014,C2C,PG-13 - Teens 13 or older,89350,80
Iron Kid,6.92,"Action, Adventure, Comedy, Sci-Fi",TV,26,Spring 2006,Daewon Media,G - All Ages,3384,64
Kiniro no Corda: Blue♪Sky,6.43,"Harem, Music, School, Shoujo",TV,12,Spring 2014,TYO Animations,PG-13 - Teens 13 or older,23282,38
Sekai Seifuku: Bouryaku no Zvezda,7.09,"Action, Comedy, Fantasy",TV,12,Winter 2014,A-1 Pictures,PG-13 - Teens 13 or older,119408,300
Marvel Disk Wars: The Avengers,5.91,"Action, Kids, Super Power",TV,51,Spring 2014,Toei Animation,PG - Children,6916,17
Seikoku no Dragonar,6.52,"Comedy, Ecchi, Fantasy, School",TV,12,Spring 2014,C-Station,R+ - Mild Nudity,170220,238
Gatchaman Crowds Insight,7.3,"Adventure, Sci-Fi",TV,12,Summer 2015,Tatsunoko Production,PG-13 - Teens 13 or older,63861,179
Ikemen Kyuugo-tai Nurse Angels,Unknown,Comedy,TV,10,Spring 2013,Unknown,PG-13 - Teens 13 or older,257,0
Strange+,6,"Slice of Life, Comedy, Josei",TV,12,Winter 2014,Seven,PG-13 - Teens 13 or older,28386,18
Witch Craft Works,7.07,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,Winter 2014,J.C.Staff,PG-13 - Teens 13 or older,238744,579
Love Stage!!,7.32,"Comedy, Romance, Shounen Ai",TV,10,Summer 2014,J.C.Staff,PG-13 - Teens 13 or older,193013,1748
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.45,Fantasy,TV,12,Spring 2014,Studio Gokumi,PG-13 - Teens 13 or older,54383,67
Nobunaga the Fool,6.69,"Action, Historical, Mecha, Sci-Fi",TV,24,Winter 2014,Satelight,R - 17+ (violence & profanity),88201,171
Baby Steps,7.85,"Romance, School, Shounen, Sports",TV,25,Spring 2014,Studio Pierrot,PG-13 - Teens 13 or older,122031,801
Go! Go! 575,5.65,Slice of Life,TV,4,Winter 2014,"C2C, Lay-duce",PG-13 - Teens 13 or older,10247,5
Gochuumon wa Usagi Desu ka?,7.52,"Slice of Life, Comedy",TV,12,Spring 2014,White Fox,PG-13 - Teens 13 or older,185607,1965
Pupipo!,6.82,"Slice of Life, Comedy, Supernatural, School",TV,15,Winter 2014,AIC PLUS+,PG - Children,18281,40
Isshuukan Friends.,7.57,"Slice of Life, Comedy, School, Shounen",TV,12,Spring 2014,Brain's Base,PG-13 - Teens 13 or older,251774,1147
Tokyo ESP,6.57,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen",TV,12,Summer 2014,Xebec,R - 17+ (violence & profanity),148430,189
Bokura wa Minna Kawai-sou,7.72,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,Spring 2014,Brain's Base,PG-13 - Teens 13 or older,306236,1957
Happiness Charge Precure!,6.77,"Action, Magic, Fantasy, Shoujo",TV,49,Winter 2014,Toei Animation,G - All Ages,8936,53
Mahou Shoujo Taisen,5.77,Magic,TV,26,Spring 2014,Gainax,PG-13 - Teens 13 or older,15558,4
Minna Atsumare! Falcom Gakuen,5.9,"Parody, Comedy, School, Seinen",TV,13,Winter 2014,Unknown,PG-13 - Teens 13 or older,4641,5
Gokukoku no Brynhildr,6.92,"Drama, Mystery, Sci-Fi, Seinen",TV,13,Spring 2014,Arms,R+ - Mild Nudity,280819,1091
Yama no Susume: Second Season,7.55,"Adventure, Comedy, Slice of Life",TV,24,Summer 2014,8bit,PG-13 - Teens 13 or older,25662,124
Buddy Complex,7.17,"Action, Sci-Fi, Mecha",TV,13,Winter 2014,Sunrise,PG-13 - Teens 13 or older,72349,201
Uta no☆Prince-sama♪ Maji Love Revolutions,7.04,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,Spring 2015,A-1 Pictures,PG-13 - Teens 13 or older,49449,258
Sanchoume no Yuuhi,Unknown,"Comedy, Slice of Life",TV,27,Fall 1990,Unknown,G - All Ages,248,0
Shin Dokonjou Gaeru,Unknown,"Slice of Life, Comedy, Shounen",TV,30,Fall 1981,Unknown,G - All Ages,309,0
Ninjaman Ippei,Unknown,"Action, Comedy, School, Slice of Life",TV,13,Fall 1982,Unknown,G - All Ages,254,0
Soul Eater NOT!,5.98,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12,Spring 2014,Bones,PG-13 - Teens 13 or older,167538,223
Kantai Collection: KanColle,6.88,"Action, Military, Sci-Fi, Slice of Life, School",TV,12,Winter 2015,Diomedéa,PG-13 - Teens 13 or older,187671,1439
Baku Tech! Bakugan Gachi,5.86,"Action, Game, Shounen",TV,39,Spring 2013,Unknown,PG - Children,1711,0
Oraa Guzura Dado,Unknown,"Comedy, Kids",TV,52,Fall 1967,Tatsunoko Production,PG - Children,284,0
Hitotsuboshi-ke no Ultra Baasan,Unknown,"Comedy, Slice of Life",TV,13,Fall 1982,"Shaft, Knack Productions",G - All Ages,280,0
Asobo Toy-chan,Unknown,Kids,TV,53,Fall 1994,Unknown,PG - Children,189,0
Ryuugajou Nanana no Maizoukin (TV),7.19,"Adventure, Comedy, Mystery, Supernatural",TV,11,Spring 2014,A-1 Pictures,PG-13 - Teens 13 or older,195516,315
Kamigami no Asobi,7.09,"Harem, Supernatural, Romance, Fantasy, Shoujo",TV,12,Spring 2014,Brain's Base,PG-13 - Teens 13 or older,116969,784
Senki Zesshou Symphogear GX,7.43,"Action, Music, Sci-Fi",TV,13,Summer 2015,Satelight,PG-13 - Teens 13 or older,38001,432
Mekakucity Actors,7.08,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",TV,12,Spring 2014,Shaft,PG-13 - Teens 13 or older,373894,3758
Yu☆Gi☆Oh! Arc-V,6.79,"Action, Game, Fantasy, Shounen",TV,148,Spring 2014,Gallop,PG-13 - Teens 13 or older,45530,1192
Keroro,6.86,"Comedy, Sci-Fi, Shounen",TV,23,Spring 2014,Sunrise,PG-13 - Teens 13 or older,7057,29
Captain Earth,6.42,"Action, Mecha, Romance, Sci-Fi, Space",TV,25,Spring 2014,Bones,PG-13 - Teens 13 or older,60199,82
Hanayamata,7.33,"Slice of Life, Comedy, School",TV,12,Summer 2014,Madhouse,PG-13 - Teens 13 or older,93655,351
Cardfight!! Vanguard: Legion Mate-hen,6.79,"Action, Adventure, Demons, Game, Shounen",TV,33,Spring 2014,TMS Entertainment,PG-13 - Teens 13 or older,11879,36
Donten ni Warau,7.52,"Action, Historical, Shoujo, Supernatural",TV,12,Fall 2014,Doga Kobo,PG-13 - Teens 13 or older,103752,707
Kenzen Robo Daimidaler,6.17,"Ecchi, Comedy, Mecha, Seinen",TV,12,Spring 2014,TNK,R+ - Mild Nudity,57459,78
Fuuun Ishin Dai☆Shogun,5.73,"Action, Historical, Mecha",TV,12,Spring 2014,"J.C.Staff, A.C.G.T.",R - 17+ (violence & profanity),22996,21
Majin Bone,6.67,Game,TV,52,Spring 2014,Toei Animation,PG-13 - Teens 13 or older,8742,29
Shingeki no Bahamut: Genesis,7.67,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",TV,12,Fall 2014,MAPPA,R - 17+ (violence & profanity),330227,1556
Ushinawareta Mirai wo Motomete,6.76,"Sci-Fi, Drama, Romance, School",TV,12,Fall 2014,feel.,PG-13 - Teens 13 or older,78179,157
Tesagure! Bukatsumono Encore,7.1,"Parody, School, Slice of Life",TV,12,Winter 2014,Yaoyorozu,PG-13 - Teens 13 or older,4035,13
Hanamonogatari,7.99,"Mystery, Comedy, Supernatural",TV,5,Summer 2014,Shaft,R - 17+ (violence & profanity),326419,1168
Mangaka-san to Assistant-san to The Animation,7.18,"Harem, Slice of Life, Comedy, Ecchi, Seinen",TV,12,Spring 2014,Zexcs,PG-13 - Teens 13 or older,220260,403
High Score Girl,7.88,"Game, Comedy, Romance, School, Seinen",TV,12,Summer 2018,J.C.Staff,PG-13 - Teens 13 or older,169402,2048
Sword Art Online II,6.79,"Action, Game, Adventure, Romance, Fantasy",TV,24,Summer 2014,A-1 Pictures,PG-13 - Teens 13 or older,1437210,10339
Mushishi Zoku Shou,8.72,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV,10,Spring 2014,Artland,PG-13 - Teens 13 or older,226522,1393
Ao Haru Ride,7.67,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,Summer 2014,Production I.G,PG-13 - Teens 13 or older,591908,7415
Duel Masters Victory V,5.95,"Action, Adventure, Comedy, Shounen",TV,51,Spring 2012,Unknown,PG-13 - Teens 13 or older,844,0
Duel Masters Victory V3,5.88,"Action, Adventure, Comedy, Shounen",TV,51,Spring 2013,Unknown,PG-13 - Teens 13 or older,889,1
Koukaku Kidoutai Nyuumon Arise,6.85,Comedy,TV,26,Winter 2014,Production I.G,PG-13 - Teens 13 or older,6886,8
Fairy Tail (2014),7.73,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,Spring 2014,"A-1 Pictures, Bridge",PG-13 - Teens 13 or older,716382,11961
T-Rex,Unknown,"Action, Adventure, Comedy, Kids",TV,52,Fall 1992,Unknown,G - All Ages,238,0
Hero Bank,6.05,"Game, Kids",TV,51,Spring 2014,TMS Entertainment,PG - Children,2571,11
Soredemo Sekai wa Utsukushii,7.67,"Adventure, Romance, Fantasy, Shoujo",TV,12,Spring 2014,Studio Pierrot,PG-13 - Teens 13 or older,228677,1839
Inugami-san to Nekoyama-san,6.57,"Comedy, School, Shoujo Ai",TV,12,Spring 2014,Seven,PG-13 - Teens 13 or older,63667,99
Ping Pong the Animation,8.63,"Drama, Psychological, Seinen, Sports",TV,11,Spring 2014,Tatsunoko Production,PG-13 - Teens 13 or older,265774,11436
Kuroshitsuji: Book of Circus,8.13,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",TV,10,Summer 2014,A-1 Pictures,R - 17+ (violence & profanity),295450,3512
Amagi Brilliant Park,7.52,"Comedy, Drama, Fantasy, Magic",TV,13,Fall 2014,Kyoto Animation,PG-13 - Teens 13 or older,496580,2274
Futsuu no Joshikousei ga [Locodol] Yattemita.,6.9,"Slice of Life, Comedy, Seinen",TV,12,Summer 2014,feel.,PG-13 - Teens 13 or older,38716,68
Akame ga Kill!,7.53,"Action, Adventure, Drama, Fantasy, Shounen",TV,24,Summer 2014,White Fox,R - 17+ (violence & profanity),1408729,23395
Pretty Rhythm: All Star Selection,6.36,"Music, Shoujo, Sports",TV,11,Spring 2014,"Tatsunoko Production, Dongwoo A&E",PG - Children,2455,12
Warera Salaryman Tou,Unknown,"Comedy, Slice of Life",TV,26,Fall 1970,Unknown,G - All Ages,206,0
Monoshiri Daigaku: Ashita no Calendar,5.77,Historical,TV,1274,Summer 1966,Unknown,G - All Ages,456,0
Momo Kyun Sword,5.59,"Comedy, Ecchi, Fantasy",TV,12,Summer 2014,"Project No.9, Tri-Slash",R+ - Mild Nudity,28876,25
Azumi Mamma★Mia,Unknown,"Comedy, Kids",TV,60,Summer 1997,Toei Animation,Unknown,319,0
Free!: Eternal Summer,7.68,"Slice of Life, Comedy, Sports, Drama, School",TV,13,Summer 2014,"Kyoto Animation, Animation Do",PG-13 - Teens 13 or older,310522,2762
Selector Infected WIXOSS,7.26,"Game, Psychological",TV,12,Spring 2014,J.C.Staff,R - 17+ (violence & profanity),128417,604
Fate/stay night: Unlimited Blade Works,8.22,"Action, Fantasy, Magic, Supernatural",TV,12,Fall 2014,ufotable,R - 17+ (violence & profanity),742718,12756
Tokyo Ghoul,7.81,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",TV,12,Summer 2014,Studio Pierrot,R - 17+ (violence & profanity),1895488,45519
Funny Pets 2nd Season,5.56,Comedy,TV,12,Fall 2006,Unknown,PG-13 - Teens 13 or older,323,0
Sanzoku no Musume Ronja,7.15,Adventure,TV,26,Fall 2014,"Studio Ghibli, Polygon Pictures",G - All Ages,24822,63
Nandaka Velonica,6,"Comedy, Fantasy, Kids",TV,10,Winter 2014,Cyclone Graphics,G - All Ages,1081,0
